track,index,heading change,heading change per sec,altitude (ft),speed (kts),speed (mph),alt/speed ratio,vert rate/speed ratio,vert rate per sec
1,11581,0,0.0,36525.0,476.0,548.0,66.6514598540146,2.7372262773722627,50.0
1,11593,0,0.0,37150.0,473.0,544.0,68.2904411764706,1.9301470588235294,35.0
1,11605,0,0.0,37575.0,473.0,544.0,69.0716911764706,1.2408088235294117,22.5
1,11617,0,0.0,37825.0,477.0,549.0,68.89799635701274,0.8652094717668488,15.833333333333334
1,11628,0,0.0,38050.0,481.0,554.0,68.68231046931407,0.8122743682310469,15.0
1,11638,0,0.0,38275.0,486.0,559.0,68.47048300536673,1.118067978533095,20.833333333333332
1,11653,0,0.0,38675.0,486.0,559.0,69.18604651162791,1.2522361359570662,23.333333333333332
1,11661,0,0.0,38975.0,487.0,560.0,69.59821428571429,0.5803571428571429,10.833333333333334
1,11677,0,0.0,39000.0,489.0,563.0,69.27175843694494,0.04440497335701599,0.8333333333333334
1,11685,0,0.0,39000.0,489.0,563.0,69.27175843694494,0.0,0.0
1,11698,0,0.0,39000.0,491.0,565.0,69.02654867256638,0.0,0.0
1,11709,1,0.03333333333333333,39000.0,493.0,567.0,68.78306878306879,0.0,0.0
1,11720,1,0.03333333333333333,39000.0,495.0,570.0,68.42105263157895,0.8333333333333334,-15.833333333333334
1,11732,0,0.0,38525.0,495.0,570.0,67.58771929824562,1.7105263157894737,-32.5
1,11744,1,0.03333333333333333,38025.0,488.0,562.0,67.66014234875445,1.706405693950178,-31.966666666666665
1,11755,0,0.0,37550.0,487.0,560.0,67.05357142857143,1.667857142857143,-30.129032258064516
1,11766,0,0.0,37075.0,488.0,562.0,65.96975088967972,0.9466192170818505,-17.733333333333334
1,11777,0,0.0,37000.0,486.0,559.0,66.18962432915922,0.1252236135957066,-2.1875
1,11788,0,0.0,37000.0,487.0,560.0,66.07142857142857,0.0,0.0
1,11798,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11810,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,11822,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,11835,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,11847,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11860,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11873,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11888,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,11898,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,11909,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11923,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,11937,0,0.0,37000.0,487.0,560.0,66.07142857142857,0.0,0.0
1,11951,0,0.0,37000.0,485.0,558.0,66.30824372759857,0.0,0.0
1,11963,0,0.0,37000.0,484.0,557.0,66.42728904847397,0.0,0.0
1,11972,0,0.0,37000.0,483.0,556.0,66.54676258992805,0.0,0.0
1,11983,0,0.0,37000.0,482.0,555.0,66.66666666666667,0.0,0.0
1,11994,0,0.0,37000.0,484.0,557.0,66.42728904847397,0.0,0.0
1,12002,1,0.03333333333333333,37000.0,486.0,559.0,66.18962432915922,0.0,0.0
1,12013,0,0.0,37000.0,485.0,558.0,66.30824372759857,0.0,0.0
1,12023,0,0.0,37000.0,484.0,557.0,66.42728904847397,0.0,0.0
