track,index,timestamp,sec since last signal,heading,heading change,heading change per sec,altitude (ft),speed (kts),speed (mph),alt/speed ratio,climb type,vert rate/speed ratio,vert rate per sec,latitude,longitude
1,11049,2023-05-31 19:02:24,16,185,2,0.125,2025.0,166.0,191.0,10.602094240837696,climbing,10.06282722513089,120.125,30.165,-97.68
1,11057,2023-05-31 19:02:40,16,184,1,0.0625,2350.0,181.0,208.0,11.298076923076923,climbing,5.408653846153846,70.3125,30.153,-97.681
1,11063,2023-05-31 19:02:56,16,183,1,0.0625,2625.0,199.0,229.0,11.462882096069869,climbing,4.707423580786026,67.375,30.139,-97.682
1,11072,2023-05-31 19:03:12,16,204,21,1.3125,2925.0,218.0,251.0,11.653386454183266,climbing,5.031872509960159,78.9375,30.124,-97.685
1,11080,2023-05-31 19:03:34,22,227,23,1.0454545454545454,3425.0,246.0,283.0,12.102473498233216,climbing,5.30035335689046,68.18181818181819,30.105,-97.704
1,11094,2023-05-31 19:04:04,30,228,1,0.03333333333333333,4225.0,267.0,307.0,13.762214983713354,climbing,6.550488599348534,67.03333333333333,30.081,-97.735
1,11103,2023-05-31 19:04:21,17,227,1,0.058823529411764705,5000.0,265.0,305.0,16.39344262295082,climbing,11.242622950819673,201.7058823529412,30.067,-97.753
1,11110,2023-05-31 19:04:39,18,215,12,0.6666666666666666,6225.0,248.0,285.0,21.842105263157894,climbing,12.031578947368422,190.5,30.052,-97.768
1,11117,2023-05-31 19:04:56,17,198,17,1.0,7000.0,252.0,290.0,24.137931034482758,climbing,8.106896551724137,138.2941176470588,30.035,-97.778
1,11128,2023-05-31 19:05:16,20,179,19,0.95,7675.0,264.0,304.0,25.24671052631579,climbing,7.2105263157894735,109.6,30.011,-97.782
1,11136,2023-05-31 19:05:35,19,161,18,0.9473684210526315,8425.0,275.0,316.0,26.661392405063292,climbing,7.699367088607595,128.05263157894737,29.986,-97.777
1,11146,2023-05-31 19:06:01,26,158,3,0.11538461538461539,9500.0,285.0,328.0,28.963414634146343,climbing,7.054878048780488,89.0,29.955,-97.762
1,11168,2023-05-31 19:06:45,44,159,1,0.022727272727272728,11125.0,298.0,343.0,32.434402332361515,climbing,7.355685131195335,57.34090909090909,29.903,-97.739
1,11175,2023-05-31 19:07:07,22,140,19,0.8636363636363636,12275.0,298.0,343.0,35.78717201166181,climbing,8.478134110787172,132.1818181818182,29.875,-97.719
1,11189,2023-05-31 19:07:34,27,140,0,0.0,13500.0,308.0,354.0,38.13559322033898,climbing,6.872881355932203,90.11111111111111,29.847,-97.69
1,11198,2023-05-31 19:07:52,18,165,25,1.3888888888888888,14100.0,311.0,358.0,39.385474860335194,climbing,4.941340782122905,98.27777777777777,29.823,-97.678
1,11207,2023-05-31 19:08:13,21,174,9,0.42857142857142855,14650.0,328.0,377.0,38.85941644562334,climbing,3.580901856763926,64.28571428571429,29.794,-97.674
1,11211,2023-05-31 19:08:32,19,160,14,0.7368421052631579,15000.0,353.0,406.0,36.94581280788177,climbing,3.770935960591133,80.57894736842105,29.763,-97.665
1,11224,2023-05-31 19:09:02,30,160,0,0.0,15900.0,375.0,432.0,36.80555555555556,climbing,5.497685185185185,79.16666666666667,29.715,-97.645
1,11237,2023-05-31 19:09:32,30,160,0,0.0,17375.0,377.0,434.0,40.034562211981566,climbing,6.394009216589862,92.5,29.665,-97.624
1,11249,2023-05-31 19:10:02,30,160,0,0.0,18675.0,381.0,438.0,42.636986301369866,climbing,5.136986301369863,75.0,29.617,-97.604
1,11261,2023-05-31 19:10:32,30,160,0,0.0,19625.0,398.0,458.0,42.84934497816594,climbing,4.366812227074236,66.66666666666667,29.567,-97.584
1,11274,2023-05-31 19:11:02,30,159,1,0.03333333333333333,20675.0,410.0,472.0,43.80296610169491,climbing,4.872881355932203,76.66666666666667,29.515,-97.561
1,11287,2023-05-31 19:11:32,30,159,0,0.0,21925.0,414.0,476.0,46.0609243697479,climbing,4.936974789915967,78.33333333333333,29.46,-97.537
1,11298,2023-05-31 19:12:02,30,158,1,0.03333333333333333,23025.0,414.0,476.0,48.371848739495796,climbing,2.258403361344538,35.833333333333336,29.407,-97.513
1,11310,2023-05-31 19:12:32,30,159,1,0.03333333333333333,23000.0,414.0,476.0,48.319327731092436,descending,0.052521008403361345,-0.8333333333333334,29.352,-97.489
1,11320,2023-05-31 19:13:03,31,159,0,0.0,23000.0,414.0,476.0,48.319327731092436,climbing,0.25840336134453784,3.967741935483871,29.298,-97.466
1,11330,2023-05-31 19:13:33,30,159,0,0.0,23125.0,416.0,479.0,48.2776617954071,climbing,2.0876826722338206,33.333333333333336,29.243,-97.442
1,11343,2023-05-31 19:14:03,30,159,0,0.0,24000.0,422.0,486.0,49.382716049382715,climbing,3.8580246913580245,62.5,29.192,-97.42
1,11354,2023-05-31 19:14:33,30,160,1,0.03333333333333333,25000.0,429.0,494.0,50.607287449392715,climbing,3.8461538461538463,63.333333333333336,29.133,-97.395
1,11366,2023-05-31 19:15:03,30,160,0,0.0,25900.0,435.0,501.0,51.69660678642715,climbing,3.592814371257485,60.0,29.077,-97.372
1,11379,2023-05-31 19:15:33,30,158,2,0.06666666666666667,26800.0,443.0,510.0,52.549019607843135,climbing,3.492156862745098,59.36666666666667,29.018,-97.347
1,11387,2023-05-31 19:15:51,18,134,24,1.3333333333333333,27325.0,460.0,529.0,51.65406427221172,climbing,3.1587901701323253,92.83333333333333,28.987,-97.322
1,11393,2023-05-31 19:16:08,17,117,17,1.0,27775.0,471.0,542.0,51.245387453874535,climbing,3.011070110701107,96.0,28.968,-97.289
1,11402,2023-05-31 19:16:25,17,100,17,1.0,28250.0,482.0,555.0,50.9009009009009,climbing,2.834234234234234,92.52941176470588,28.957,-97.252
1,11418,2023-05-31 19:17:10,45,95,5,0.1111111111111111,29400.0,489.0,563.0,52.2202486678508,climbing,2.841918294849023,35.55555555555556,28.95,-97.134
1,11432,2023-05-31 19:17:40,30,95,0,0.0,30250.0,489.0,563.0,53.730017761989345,climbing,2.664298401420959,50.0,28.944,-97.059
1,11443,2023-05-31 19:18:10,30,95,0,0.0,30900.0,491.0,565.0,54.690265486725664,climbing,1.6230088495575221,30.566666666666666,28.938,-96.981
1,11453,2023-05-31 19:18:34,24,94,1,0.041666666666666664,31075.0,496.0,571.0,54.42206654991244,climbing,2.140105078809107,50.916666666666664,28.934,-96.918
1,11464,2023-05-31 19:19:04,30,95,1,0.03333333333333333,32000.0,489.0,563.0,56.83836589698046,climbing,3.285968028419183,61.666666666666664,28.929,-96.842
1,11478,2023-05-31 19:19:34,30,95,0,0.0,32925.0,484.0,557.0,59.1113105924596,climbing,3.1867145421903054,59.166666666666664,28.923,-96.764
1,11489,2023-05-31 19:20:04,30,95,0,0.0,33775.0,481.0,554.0,60.96570397111913,climbing,2.8429602888086642,52.5,28.918,-96.69
1,11503,2023-05-31 19:20:34,30,95,0,0.0,34500.0,481.0,554.0,62.27436823104693,climbing,2.211191335740072,40.833333333333336,28.912,-96.612
1,11516,2023-05-31 19:21:04,30,95,0,0.0,35000.0,485.0,558.0,62.72401433691756,climbing,0.8960573476702509,16.666666666666668,28.906,-96.538
1,11528,2023-05-31 19:21:34,30,95,0,0.0,35000.0,487.0,560.0,62.5,level,0.0,0.0,28.9,-96.459
1,11541,2023-05-31 19:22:04,30,95,0,0.0,35000.0,487.0,560.0,62.5,level,0.0,0.0,28.894,-96.383
1,11554,2023-05-31 19:22:35,31,95,0,0.0,35000.0,487.0,560.0,62.5,climbing,1.1410714285714285,20.612903225806452,28.888,-96.305
1,11567,2023-05-31 19:23:05,30,95,0,0.0,35650.0,483.0,556.0,64.11870503597122,climbing,2.7428057553956835,50.833333333333336,28.882,-96.228
1,11581,2023-05-31 19:23:35,30,95,0,0.0,36525.0,476.0,548.0,66.6514598540146,climbing,2.7372262773722627,50.0,28.876,-96.151
1,11593,2023-05-31 19:24:05,30,95,0,0.0,37150.0,473.0,544.0,68.2904411764706,climbing,1.9301470588235294,35.0,28.871,-96.079
1,11605,2023-05-31 19:24:35,30,95,0,0.0,37575.0,473.0,544.0,69.0716911764706,climbing,1.2408088235294117,22.5,28.865,-96.003
1,11617,2023-05-31 19:25:05,30,95,0,0.0,37825.0,477.0,549.0,68.89799635701274,climbing,0.8652094717668488,15.833333333333334,28.859,-95.929
1,11628,2023-05-31 19:25:35,30,95,0,0.0,38050.0,481.0,554.0,68.68231046931407,climbing,0.8122743682310469,15.0,28.853,-95.854
1,11638,2023-05-31 19:26:05,30,95,0,0.0,38275.0,486.0,559.0,68.47048300536673,climbing,1.118067978533095,20.833333333333332,28.847,-95.777
1,11653,2023-05-31 19:26:35,30,95,0,0.0,38675.0,486.0,559.0,69.18604651162791,climbing,1.2522361359570662,23.333333333333332,28.84,-95.699
1,11661,2023-05-31 19:27:05,30,95,0,0.0,38975.0,487.0,560.0,69.59821428571429,climbing,0.5803571428571429,10.833333333333334,28.834,-95.627
1,11677,2023-05-31 19:27:35,30,95,0,0.0,39000.0,489.0,563.0,69.27175843694494,climbing,0.04440497335701599,0.8333333333333334,28.828,-95.55
1,11685,2023-05-31 19:28:05,30,95,0,0.0,39000.0,489.0,563.0,69.27175843694494,level,0.0,0.0,28.821,-95.471
1,11698,2023-05-31 19:28:35,30,95,0,0.0,39000.0,491.0,565.0,69.02654867256638,level,0.0,0.0,28.815,-95.391
1,11709,2023-05-31 19:29:05,30,96,1,0.03333333333333333,39000.0,493.0,567.0,68.78306878306879,level,0.0,0.0,28.809,-95.316
1,11720,2023-05-31 19:29:35,30,95,1,0.03333333333333333,39000.0,495.0,570.0,68.42105263157895,descending,0.8333333333333334,-15.833333333333334,28.802,-95.237
1,11732,2023-05-31 19:30:05,30,95,0,0.0,38525.0,495.0,570.0,67.58771929824562,descending,1.7105263157894737,-32.5,28.796,-95.16
1,11744,2023-05-31 19:30:35,30,96,1,0.03333333333333333,38025.0,488.0,562.0,67.66014234875445,descending,1.706405693950178,-31.966666666666665,28.789,-95.081
1,11755,2023-05-31 19:31:06,31,96,0,0.0,37550.0,487.0,560.0,67.05357142857143,descending,1.667857142857143,-30.129032258064516,28.782,-95.002
1,11766,2023-05-31 19:31:36,30,96,0,0.0,37075.0,488.0,562.0,65.96975088967972,descending,0.9466192170818505,-17.733333333333334,28.775,-94.928
1,11777,2023-05-31 19:32:08,32,96,0,0.0,37000.0,486.0,559.0,66.18962432915922,descending,0.1252236135957066,-2.1875,28.768,-94.85
1,11788,2023-05-31 19:32:40,32,96,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,28.761,-94.765
1,11798,2023-05-31 19:33:10,30,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.754,-94.691
1,11810,2023-05-31 19:33:41,31,96,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.747,-94.61
1,11822,2023-05-31 19:34:11,30,96,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.74,-94.533
1,11835,2023-05-31 19:34:43,32,96,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.733,-94.449
1,11847,2023-05-31 19:35:13,30,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.726,-94.372
1,11860,2023-05-31 19:35:43,30,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.718,-94.296
1,11873,2023-05-31 19:36:13,30,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.711,-94.219
1,11888,2023-05-31 19:36:43,30,96,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.704,-94.142
1,11898,2023-05-31 19:37:13,30,96,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.696,-94.064
1,11909,2023-05-31 19:37:44,31,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.689,-93.986
1,11923,2023-05-31 19:38:17,33,96,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.681,-93.904
1,11937,2023-05-31 19:38:47,30,96,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,28.674,-93.824
1,11951,2023-05-31 19:39:18,31,96,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,28.666,-93.749
1,11963,2023-05-31 19:39:49,31,96,0,0.0,37000.0,484.0,557.0,66.42728904847397,level,0.0,0.0,28.659,-93.672
1,11972,2023-05-31 19:40:19,30,96,0,0.0,37000.0,483.0,556.0,66.54676258992805,level,0.0,0.0,28.651,-93.595
1,11983,2023-05-31 19:40:49,30,96,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,28.644,-93.517
1,11994,2023-05-31 19:41:19,30,96,0,0.0,37000.0,484.0,557.0,66.42728904847397,level,0.0,0.0,28.637,-93.444
1,12002,2023-05-31 19:41:49,30,97,1,0.03333333333333333,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,28.629,-93.367
1,12013,2023-05-31 19:42:19,30,97,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,28.622,-93.293
1,12023,2023-05-31 19:42:49,30,97,0,0.0,37000.0,484.0,557.0,66.42728904847397,level,0.0,0.0,28.614,-93.214
1,12030,2023-05-31 19:43:19,30,97,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,28.606,-93.14
1,12039,2023-05-31 19:43:50,31,97,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,28.598,-93.062
1,12048,2023-05-31 19:44:20,30,97,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,28.591,-92.987
1,12060,2023-05-31 19:44:50,30,97,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,28.583,-92.912
1,12070,2023-05-31 19:45:20,30,97,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.575,-92.835
1,12080,2023-05-31 19:45:50,30,97,0,0.0,37000.0,492.0,566.0,65.37102473498233,level,0.0,0.0,28.567,-92.758
1,12090,2023-05-31 19:46:20,30,97,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.559,-92.68
1,12100,2023-05-31 19:46:50,30,97,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.551,-92.602
1,12111,2023-05-31 19:47:20,30,97,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.542,-92.524
1,12120,2023-05-31 19:47:50,30,97,0,0.0,37000.0,496.0,571.0,64.79859894921191,level,0.0,0.0,28.534,-92.449
1,12132,2023-05-31 19:48:20,30,97,0,0.0,37000.0,495.0,570.0,64.91228070175438,level,0.0,0.0,28.526,-92.369
1,12143,2023-05-31 19:48:51,31,97,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.517,-92.293
1,12156,2023-05-31 19:49:21,30,97,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.509,-92.214
1,12166,2023-05-31 19:49:51,30,97,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.5,-92.135
1,12175,2023-05-31 19:50:21,30,97,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.492,-92.059
1,12184,2023-05-31 19:50:51,30,97,0,0.0,37000.0,492.0,566.0,65.37102473498233,level,0.0,0.0,28.483,-91.981
1,12195,2023-05-31 19:51:21,30,97,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.475,-91.904
1,12203,2023-05-31 19:51:52,31,97,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.467,-91.828
1,12213,2023-05-31 19:52:22,30,97,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.458,-91.749
1,12221,2023-05-31 19:52:52,30,97,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.449,-91.672
1,12230,2023-05-31 19:53:22,30,97,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.44,-91.595
1,12239,2023-05-31 19:53:52,30,97,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.432,-91.517
1,12250,2023-05-31 19:54:22,30,97,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.423,-91.438
1,12262,2023-05-31 19:54:52,30,97,0,0.0,37000.0,500.0,575.0,64.34782608695652,level,0.0,0.0,28.414,-91.36
1,12272,2023-05-31 19:55:22,30,97,0,0.0,37000.0,502.0,578.0,64.01384083044982,level,0.0,0.0,28.405,-91.283
1,12282,2023-05-31 19:55:53,31,97,0,0.0,37000.0,502.0,578.0,64.01384083044982,level,0.0,0.0,28.396,-91.204
1,12293,2023-05-31 19:56:23,30,98,1,0.03333333333333333,37000.0,502.0,578.0,64.01384083044982,level,0.0,0.0,28.386,-91.124
1,12303,2023-05-31 19:56:53,30,98,0,0.0,37000.0,500.0,575.0,64.34782608695652,level,0.0,0.0,28.377,-91.046
1,12313,2023-05-31 19:57:23,30,98,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.368,-90.968
1,12324,2023-05-31 19:57:53,30,98,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.359,-90.89
1,12337,2023-05-31 19:58:24,31,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.35,-90.813
1,12346,2023-05-31 19:58:54,30,98,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.34,-90.733
1,12357,2023-05-31 19:59:24,30,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.331,-90.656
1,12366,2023-05-31 19:59:54,30,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.321,-90.578
1,12379,2023-05-31 20:00:24,30,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.312,-90.499
1,12390,2023-05-31 20:00:54,30,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.303,-90.422
1,12399,2023-05-31 20:01:25,31,98,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.293,-90.34
1,12411,2023-05-31 20:01:55,30,98,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.284,-90.266
1,12425,2023-05-31 20:02:25,30,98,0,0.0,37000.0,496.0,571.0,64.79859894921191,level,0.0,0.0,28.274,-90.189
1,12435,2023-05-31 20:02:55,30,98,0,0.0,37000.0,496.0,571.0,64.79859894921191,level,0.0,0.0,28.264,-90.111
1,12447,2023-05-31 20:03:25,30,98,0,0.0,37000.0,496.0,571.0,64.79859894921191,level,0.0,0.0,28.255,-90.033
1,12460,2023-05-31 20:03:56,31,98,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.245,-89.956
1,12473,2023-05-31 20:04:38,42,98,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.231,-89.848
1,12484,2023-05-31 20:05:08,30,98,0,0.0,37000.0,498.0,573.0,64.57242582897034,level,0.0,0.0,28.221,-89.771
1,12494,2023-05-31 20:05:38,30,98,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.212,-89.693
1,12506,2023-05-31 20:06:10,32,98,0,0.0,37000.0,499.0,574.0,64.45993031358886,level,0.0,0.0,28.201,-89.609
1,12516,2023-05-31 20:06:41,31,98,0,0.0,37000.0,500.0,575.0,64.34782608695652,level,0.0,0.0,28.191,-89.528
1,12527,2023-05-31 20:07:11,30,98,0,0.0,37000.0,497.0,572.0,64.68531468531468,level,0.0,0.0,28.18,-89.45
1,12537,2023-05-31 20:07:41,30,98,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.17,-89.372
1,12550,2023-05-31 20:08:12,31,98,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.16,-89.295
1,12559,2023-05-31 20:08:42,30,98,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.15,-89.22
1,12571,2023-05-31 20:09:12,30,99,1,0.03333333333333333,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,28.14,-89.141
1,12584,2023-05-31 20:09:43,31,99,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.13,-89.063
1,12594,2023-05-31 20:10:13,30,99,0,0.0,37000.0,492.0,566.0,65.37102473498233,level,0.0,0.0,28.119,-88.986
1,12604,2023-05-31 20:10:43,30,99,0,0.0,37000.0,491.0,565.0,65.48672566371681,level,0.0,0.0,28.109,-88.91
1,12616,2023-05-31 20:11:13,30,99,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.099,-88.836
1,12623,2023-05-31 20:11:43,30,99,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.089,-88.759
1,12634,2023-05-31 20:12:13,30,99,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.079,-88.683
1,12646,2023-05-31 20:12:43,30,99,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.069,-88.607
1,12657,2023-05-31 20:13:13,30,99,0,0.0,37000.0,489.0,563.0,65.71936056838366,level,0.0,0.0,28.058,-88.53
1,12666,2023-05-31 20:13:43,30,99,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.048,-88.457
1,12675,2023-05-31 20:14:13,30,99,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,28.037,-88.379
1,12686,2023-05-31 20:14:44,31,99,0,0.0,37000.0,491.0,565.0,65.48672566371681,level,0.0,0.0,28.026,-88.301
1,12696,2023-05-31 20:15:14,30,99,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.016,-88.226
1,12705,2023-05-31 20:15:44,30,99,0,0.0,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,28.006,-88.15
1,12718,2023-05-31 20:16:18,34,99,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,27.993,-88.063
1,12729,2023-05-31 20:16:56,38,99,0,0.0,37000.0,495.0,570.0,64.91228070175438,level,0.0,0.0,27.979,-87.965
1,12745,2023-05-31 20:17:37,41,99,0,0.0,37000.0,495.0,570.0,64.91228070175438,level,0.0,0.0,27.964,-87.861
1,12754,2023-05-31 20:18:07,30,99,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,27.953,-87.785
1,12764,2023-05-31 20:18:37,30,99,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,27.942,-87.71
1,12773,2023-05-31 20:19:07,30,99,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,27.93,-87.633
1,12782,2023-05-31 20:19:38,31,99,0,0.0,37000.0,494.0,568.0,65.14084507042253,level,0.0,0.0,27.919,-87.555
1,12792,2023-05-31 20:20:08,30,100,1,0.03333333333333333,37000.0,493.0,567.0,65.2557319223986,level,0.0,0.0,27.907,-87.477
1,12801,2023-05-31 20:20:38,30,100,0,0.0,37000.0,492.0,566.0,65.37102473498233,level,0.0,0.0,27.896,-87.404
1,12812,2023-05-31 20:21:12,34,100,0,0.0,37000.0,492.0,566.0,65.37102473498233,level,0.0,0.0,27.884,-87.317
1,12823,2023-05-31 20:21:42,30,100,0,0.0,37000.0,491.0,565.0,65.48672566371681,level,0.0,0.0,27.872,-87.24
1,12832,2023-05-31 20:22:12,30,100,0,0.0,37000.0,491.0,565.0,65.48672566371681,level,0.0,0.0,27.86,-87.163
1,12843,2023-05-31 20:22:42,30,100,0,0.0,37000.0,490.0,564.0,65.60283687943263,level,0.0,0.0,27.849,-87.089
1,12852,2023-05-31 20:23:13,31,100,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,27.837,-87.012
1,12862,2023-05-31 20:23:44,31,100,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.826,-86.934
1,12870,2023-05-31 20:24:14,30,100,0,0.0,37000.0,481.0,554.0,66.7870036101083,level,0.0,0.0,27.814,-86.86
1,12881,2023-05-31 20:24:44,30,100,0,0.0,37000.0,480.0,552.0,67.02898550724638,level,0.0,0.0,27.803,-86.785
1,12891,2023-05-31 20:25:16,32,100,0,0.0,37000.0,479.0,551.0,67.15063520871144,level,0.0,0.0,27.791,-86.708
1,12901,2023-05-31 20:25:46,30,100,0,0.0,37000.0,479.0,551.0,67.15063520871144,level,0.0,0.0,27.78,-86.636
1,12911,2023-05-31 20:26:17,31,100,0,0.0,37000.0,479.0,551.0,67.15063520871144,level,0.0,0.0,27.767,-86.557
1,12920,2023-05-31 20:26:47,30,100,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.756,-86.483
1,12928,2023-05-31 20:27:17,30,100,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,27.744,-86.41
1,12938,2023-05-31 20:27:48,31,100,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,27.732,-86.329
1,12948,2023-05-31 20:28:18,30,100,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,27.72,-86.256
1,12956,2023-05-31 20:28:48,30,100,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,27.709,-86.182
1,12966,2023-05-31 20:29:19,31,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.696,-86.106
1,12977,2023-05-31 20:29:50,31,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.684,-86.028
1,12986,2023-05-31 20:30:20,30,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.672,-85.953
1,12993,2023-05-31 20:30:51,31,100,0,0.0,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,27.66,-85.878
1,13004,2023-05-31 20:31:21,30,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.648,-85.803
1,13013,2023-05-31 20:31:51,30,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.636,-85.726
1,13025,2023-05-31 20:32:22,31,100,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,27.623,-85.651
1,13034,2023-05-31 20:32:53,31,100,0,0.0,37000.0,487.0,560.0,66.07142857142857,level,0.0,0.0,27.61,-85.571
1,13042,2023-05-31 20:33:23,30,100,0,0.0,37000.0,486.0,559.0,66.18962432915922,level,0.0,0.0,27.598,-85.495
1,13050,2023-05-31 20:33:52,29,106,6,0.20689655172413793,37000.0,485.0,558.0,66.30824372759857,level,0.0,0.0,27.584,-85.424
1,13055,2023-05-31 20:34:08,16,111,5,0.3125,37000.0,483.0,556.0,66.54676258992805,level,0.0,0.0,27.573,-85.389
1,13066,2023-05-31 20:34:39,31,112,1,0.03225806451612903,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.548,-85.317
1,13074,2023-05-31 20:35:09,30,112,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.524,-85.248
1,13083,2023-05-31 20:35:39,30,112,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.498,-85.177
1,13090,2023-05-31 20:36:09,30,112,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.474,-85.107
1,13098,2023-05-31 20:36:39,30,112,0,0.0,37000.0,481.0,554.0,66.7870036101083,level,0.0,0.0,27.448,-85.035
1,13107,2023-05-31 20:37:11,32,112,0,0.0,37000.0,482.0,555.0,66.66666666666667,level,0.0,0.0,27.421,-84.96
